id,hest_version_added,organ,species,st_technology,oncotree_code,disease_state,tissue,preservation_method,dataset_title,subseries,study_link,download_page_link1,download_source_prefix,license,data_publication_date,patient,patient_label,patient_label_status,donor_key_provisional,lab_provisional,lab_basis,pixel_size_um_estimated,pixel_size_um_embedded,px_pct_diff,resolution_uncertain,magnification,spots_under_tissue,nb_genes,inter_spot_dist,spot_diameter,fullres_px_width,fullres_px_height,in_benchmark,benchmark_task,duplicate_of,is_duplicate_of_other_id,nfiles_patches,nfiles_st,nfiles_cellvit_seg,nfiles_metadata,bytes_patches,bytes_st,bytes_cellvit_seg,bytes_metadata,bytes_four_components,bytes_wsis,bytes_transcripts,bytes_other_components,bytes_all_components
TENX171,v1_2_0,Lung,Homo sapiens,Visium HD,LUAD,Cancer,Lung,FFPE,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)","Experiment 2, post-Xenium Prime 5K",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,TENX,Creative Commons Attribution,2024-09-24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273696892898189,0.264583333333333,-3.329800155329528,False,40x,1774,18085,2.0,2.0,26720,43270,False,,,False,1,1,2,1,259388744,131353856,40742321,883,431485804,2568236918,0,2575834660,3007320464
TENX172,v1_2_0,Lymphoid,Homo sapiens,Visium HD,,Healthy,Tonsil,Fresh Frozen,"Visium HD Spatial Gene Expression Library, Human Tonsil (Fresh Frozen), Ultima Sequencing",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-tonsil-ff-ultima,TENX,Creative Commons Attribution,2025-02-20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.547794738298365,0.264583333333333,-51.700278437281455,True,40x,2352,18085,2.0,2.0,15295,17452,False,,,False,1,1,2,1,335412072,174632824,16909543,867,526955306,748392892,0,757873542,1284828848
TENX173,v1_2_0,Kidney,Homo sapiens,Visium HD,,Healthy,Kidney,FFPE,"Visium HD Spatial Gene Expression Library, Human Kidney (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-kidney-ffpe,TENX,Creative Commons Attribution,2025-03-06,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273903889972517,0.264583333333333,-3.402856615186891,False,40x,2684,18085,2.0,2.0,32674,43999,False,,,False,1,1,2,1,412683552,198282684,38228007,825,649195068,3412293296,0,3421104559,4070299627
TENX174,v1_2_0,Prostate,Homo sapiens,Visium HD,PRAD,Cancer,Prostate,FFPE,"Visium HD Spatial Gene Expression Library, Human Prostate Cancer (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-prostate-cancer-ffpe,TENX,Creative Commons Attribution,2025-06-10,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273803518867898,0.264583333333333,-3.367445960040221,False,40x,2385,18132,2.0,2.0,28288,24794,False,,,False,1,1,2,1,348270328,177479145,33512298,850,559262621,1433628950,0,1443688511,2002951132
TENX175,v1_2_0,Bowel,Homo sapiens/Mus musculus,Visium HD 3',COAD,Cancer/Genetically modified,Colon,Fresh Frozen,"Visium HD 3' Gene Expression Library, Human + Mouse Xenograft (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-human-mouse-xenograft-fresh-frozen,TENX,Creative Commons Attribution,2025-06-10,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273700254366803,0.264583333333333,-3.3309874170784814,False,40x,2163,72302,2.0,2.0,23070,34518,False,,,False,1,1,2,1,310799960,634430083,63105304,878,1008336225,1863756014,0,1871896127,2880232352
TENX176,v1_2_0,Embryo,Mus musculus,Visium HD 3',,Healthy,Embryo,Fresh Frozen,"Visium HD 3' Gene Expression Library, Mouse Embryo (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-mouse-embryo-fresh-frozen,TENX,Creative Commons Attribution,2025-06-10,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273802135986911,0.264583333333333,-3.3669579020445246,False,40x,2232,33696,2.0,2.0,48978,38147,False,,,False,1,1,2,1,318842072,306284848,140076162,824,765203906,3648159534,0,3659419423,4424623329
TENX177,v1_2_0,Ovary,Homo sapiens,Visium HD 3',CCOV,Cancer,Ovary,Fresh Frozen,"Visium HD 3' Gene Expression Library, Human Ovarian Cancer (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-fresh-frozen,TENX,Creative Commons Attribution,2025-06-10,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273706175825143,0.264583333333333,-3.333078789438103,False,40x,1963,38606,2.0,2.0,83479,53112,False,,,False,1,1,2,1,281371704,308601520,255676402,857,845650483,9064023628,0,9073021956,9918672439
TENX178,v1_2_0,Lymphoid,Homo sapiens,Visium HD,,Healthy,Prelaryngeal lymph node,FFPE,"Visium HD Spatial Gene Expression Library, Human Lymph Node (FFPE)",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-lymph-node-v4,TENX,Creative Commons Attribution,2025-07-03,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273775031262766,0.264583333333333,-3.357390879305897,False,40x,1829,18132,2.0,2.0,28248,26128,False,,,False,1,1,2,1,237704192,137219088,30629868,849,405553997,1333254122,0,1342467603,1748021600
TENX179,v1_2_0,Pancreas,Homo sapiens,Visium HD 3',PDAC,Cancer,Pancreas,Fresh Frozen,"Visium HD 3' Gene Expression Library, Human Pancreatic Cancer (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-human-pancreatic-cancer-fresh-frozen,TENX,Creative Commons Attribution,2025-07-03,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273595314382342,0.264583333333333,-3.293909133405341,False,40x,2164,38606,2.0,2.0,45702,48733,False,,,False,1,1,2,1,318532760,340577220,93880618,851,752991449,4321411516,0,4330595404,5083586853
TENX18,v1_0_0,Brain,Mus musculus,Visium,,Healthy,Brain,Fresh Frozen,Mouse Brain Serial Section 1 (Sagittal-Anterior),,,https://www.10xgenomics.com/datasets/mouse-brain-serial-section-1-sagittal-anterior-1-standard-1-1-0,TENX,Creative Commons Attribution,6/23/20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.726743418,,,True,20x,2696,31053,100.0,55.0,11620,11607,False,,,False,1,1,2,1,416715512,130267019,45123452,2006,592107989,298042205,0,299383509,891491498
TENX180,v1_2_0,Breast,Homo sapiens,Visium HD,IDC,Cancer,Breast,Fresh Frozen,"Visium HD Spatial Gene Expression Library, Human Breast Cancer (Fresh Frozen), Ultima Sequencing",,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-breast-cancer-ff-ultima-4,TENX,Creative Commons Attribution,2025-07-24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.546840692459342,0.264583333333333,-51.61601230819066,True,40x,2377,18085,2.0,2.0,16016,14625,False,,,False,1,1,2,1,363603080,176704367,32006516,922,572314885,777682380,0,788381109,1360695994
TENX181,v1_2_0,Brain,Mus musculus,Visium HD 3',,Healthy,Brain,Fresh Frozen,"Visium HD 3' Gene Expression Library, Mouse Brain (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-mouse-brain-fresh-frozen,TENX,Creative Commons Attribution,2025-07-24,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273860774456906,0.264583333333333,-3.3876487576474212,False,40x,1574,33696,2.0,2.0,21318,19514,False,,,False,1,1,2,1,230269800,217756016,13078013,820,461104649,914344948,0,922820425,1383925074
TENX182,v1_2_0,Ovary,Homo sapiens,Visium HD 3',SOC,Cancer,Ovary,Fresh Frozen,"Cross-Platform Comparison: Visium HD 3' Gene Expression Library, Human Ovarian Cancer (Fresh Frozen)",Deep sequencing,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-discovery-fresh-frozen,TENX,Creative Commons Attribution,2025-10-07,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273797392815952,0.264583333333333,-3.365283864778338,False,40x,2113,38606,2.0,2.0,25811,26686,False,,,False,1,1,2,1,303829536,332794713,43807156,941,680432346,1400963582,0,1410292577,2090724923
TENX183,v1_2_0,Ovary,Homo sapiens,Visium HD 3',SOC,Cancer,Ovary,Fresh Frozen,"Cross-Platform Comparison: Visium HD 3' Gene Expression Library, Human Ovarian Cancer (Fresh Frozen)",Minimum Sequencing Depth,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-discovery-fresh-frozen,TENX,Creative Commons Attribution,2025-10-07,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273797392815952,0.264583333333333,-3.365283864778338,False,40x,2113,38606,2.0,2.0,25811,26686,False,,,False,1,1,2,1,303829536,332794713,43807156,950,680432355,1400963582,0,1410301787,2090734142
TENX184,v1_2_0,Ovary,Homo sapiens,Visium HD,SOC,Cancer,Ovary,Fresh Frozen,"Cross-Platform Comparison: Visium HD Spatial Gene Expression Library, Human Ovarian Cancer (Fresh Frozen)",Deep sequencing,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-ovarian-cancer-discovery-fresh-frozen,TENX,Creative Commons Attribution,2025-10-07,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.27387774332693,0.264583333333333,-3.393634649056596,False,40x,2068,18132,2.0,2.0,24882,30496,False,,,False,1,1,2,1,296859112,154329773,29653387,958,480843230,1569239332,0,1577696066,2058539296
TENX185,v1_2_0,Ovary,Homo sapiens,Visium HD,SOC,Cancer,Ovary,Fresh Frozen,"Cross-Platform Comparison: Visium HD Spatial Gene Expression Library, Human Ovarian Cancer (Fresh Frozen)",Minimum Sequencing Depth,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-ovarian-cancer-discovery-fresh-frozen,TENX,Creative Commons Attribution,2025-10-07,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.27387774332693,0.264583333333333,-3.393634649056596,False,40x,2068,18132,2.0,2.0,24882,30496,False,,,False,1,1,2,1,296859112,154329773,29653378,967,480843230,1569239332,0,1577701165,2058544395
TENX186,v1_2_0,Kidney,Mus musculus,Visium HD 3',,Healthy,Kidney,Fresh Frozen,"Visium HD 3' Gene Expression Library, Mouse Kidney (Fresh Frozen)",,,https://www.10xgenomics.com/datasets/visium-hd-three-prime-mouse-kidney,TENX,Creative Commons Attribution,2025-10-13,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.273744584198967,0.264583333333333,-3.346641867798672,False,40x,1778,33696,2.0,2.0,28181,18663,False,,,False,1,1,2,1,263100488,244681008,36433787,811,544216094,1157602420,0,1166242679,1710458773
TENX187,v1_3_0,Ovary,Homo sapiens,Xenium 5k,HGSOC,Cancer,Ovary,FFPE,FFPE Human Ovarian Cancer with 5K Human Pan Tissue and Pathways Panel plus 100 Custom Genes,,,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-ovarian-cancer,TENX,Creative Commons Attribution,2024-09-04,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.2740338449672789,0.2738174795111963,-0.07895574216697483,False,,8556,5101,100.0,100.0,30918,43993,False,,,False,1,1,2,1,1150098024,166588244,68159221,942,1384846431,3125741238,5966228313,9784895571,11169742002
TENX188,v1_3_0,Cervix,Homo sapiens,Xenium 5k,TODO,Cancer,Cervix,FFPE,FFPE Human Cervical Cancer with 5K Human Pan Tissue and Pathways Panel plus 100 Custom Genes,,,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-cervical-cancer,TENX,Creative Commons Attribution,2024-09-04,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.2741220366330526,0.2738144880009973,-0.11219405627977165,False,,10924,5001,100.0,100.0,38219,46545,False,,,False,1,1,2,1,1564315312,212197604,127411937,915,1903925768,4422385720,4796132298,10620123933,12524049701
TENX189,v1_3_0,Lung,Homo sapiens,Xenium 5k,LUAD,Cancer,Lung,FFPE,Post-Xenium Technical Note: Xenium v1 and Xenium Prime 5K for FFPE Human Lung Cancer,"Experiment 2, Xenium Prime 5K",,https://www.10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote,TENX,Creative Commons Attribution,2024-11-06,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.2737631333458806,0.2737674721480609,0.001584874532697951,False,,7189,10029,100.0,100.0,26720,43270,False,,,False,1,1,2,1,900776760,292430953,40742330,971,1233951014,2568236918,7187229149,10227147912,11461098926
TENX19,v1_0_0,Brain,Mus musculus,Visium,,Healthy,Brain,Fresh Frozen,Mouse Brain Serial Section 1 (Sagittal-Posterior),,,https://www.10xgenomics.com/datasets/mouse-brain-serial-section-1-sagittal-posterior-1-standard-1-1-0,TENX,Creative Commons Attribution,6/23/20,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.725952813067151,,,True,20x,3353,31053,100.0,55.0,11620,11607,False,,,False,1,1,2,1,517980480,129674967,36678049,2010,684335506,322865609,0,324340794,1008676300
TENX190,v1_3_0,Lung,Homo sapiens,Xenium 5k,LUAD,Cancer,Lung,FFPE,Post-Xenium Technical Note: Xenium v1 and Xenium Prime 5K for FFPE Human Lung Cancer,"Experiment 1, Xenium v1",,https://www.10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote,TENX,Creative Commons Attribution,2024-11-06,,,missing,,10x Genomics Inc. (vendor product page),vendor_product_page,0.2740367237600741,0.2738086101362688,-0.08324199058993059,False,,7281,541,100.0,100.0,25078,43448,False,,,False,1,1,2,1,893198616,18747805,38827474,964,950774859,2626990304,1437799802,4536641629,5487416488
TENX191,v1_3_0,Breast,Homo sapiens,Xenium,IDC,Cancer,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 1, top",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 1,Patient 1,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 1,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2740410920775886,0.2738092998726321,-0.08458301023369075,False,,6111,541,100.0,100.0,20515,43995,False,,,False,1,1,2,1,766371792,15689867,28555666,975,810618300,2412281784,2596849474,5356000812,6166619112
TENX192,v1_3_0,Breast,Homo sapiens,Xenium,IDC,Cancer,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 1, middle",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 1,Patient 1,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 1,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2741561461564812,0.2738139406891623,-0.12482137355533446,False,,7972,541,100.0,100.0,31283,32331,False,,,False,1,1,2,1,982853480,21527180,64220253,986,1068601899,2832671806,7259038924,10734224860,11802826759
TENX193,v1_3_0,Breast,Homo sapiens,Xenium,IDC,Cancer,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 1, bottom",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 1,Patient 1,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 1,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2739530535228832,0.2738126061571474,-0.051266946628149734,False,,8987,541,100.0,100.0,29458,45088,False,,,False,1,1,2,1,1242072728,22938175,43748159,979,1308760041,3756428038,5624416260,9813206935,11121966976
TENX194,v1_3_0,Breast,Homo sapiens,Xenium,,Healthy,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 2, top",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 2,Patient 2,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 2,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2739671318956304,0.2738054463900846,-0.059016387997736015,False,,7650,541,100.0,100.0,27943,35801,False,,,False,1,1,2,1,991989088,20212970,46933771,980,1059136809,2714355416,1889144618,5119216462,6178353271
TENX195,v1_3_0,Breast,Homo sapiens,Xenium,IDC,Cancer,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 2, middle",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 2,Patient 2,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 2,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2739744019366152,0.2738125686704808,-0.05906875423048939,False,,6824,541,100.0,100.0,27235,38540,False,,,False,1,1,2,1,968448664,18069864,65055245,980,1051574753,3114795134,3890205045,7652752891,8704327644
TENX196,v1_3_0,Breast,Homo sapiens,Xenium,IDC,Cancer,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 2, bottom",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 2,Patient 2,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 2,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2740778908045294,0.2738071182184137,-0.09879402724563416,False,,10020,541,100.0,100.0,33113,44726,False,,,False,1,1,2,1,1409617696,25604780,63898068,980,1499121524,4346954814,4382143016,9335844913,10834966437
TENX197,v1_3_0,Breast,Homo sapiens,Xenium,IDC,Cancer,Breast,FFPE,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel,"Section 3, top",https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,https://www.10xgenomics.com/datasets/xenium-ffpe-human-breast-biomarkers,TENX,Creative Commons Attribution,2025-12-11,Patient 3,Patient 3,labelled,Xenium v1 Human Breast FFPE with Biomarkers & Housekeeping Genes Custom Panel | Patient 3,unresolved: https://www.biorxiv.org/content/10.64898/2025.12.08.692193v1,study_link only,0.2740442248237784,0.2738129585323143,-0.0843901350640746,False,,10083,541,100.0,100.0,36559,48352,False,,,False,1,1,2,1,1412092192,25797743,51908762,987,1489799684,4378132742,2687239081,7595353891,9085153575
